Measure,Value,Relationship,First Update,Last Update,Treatment,Seed
Resource Transfer Ratio,0.0,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Relationship Frequency,0.35626348204636304,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Total Resource Shared,0.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Relationship Incidence,3933664.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Total Source Stockpile,1964143.190684234,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Resource Transfer Rate,0.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Mean Source Stockpile,0.49931646187479,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Resource Transfer Ratio,0.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Relationship Frequency,0.26676982104957053,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Total Resource Shared,0.0,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Relationship Incidence,2643696.0,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Total Source Stockpile,5616335.568986304,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Resource Transfer Rate,0.0,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Mean Source Stockpile,2.12442564084006,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Resource Transfer Ratio,0.0,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Relationship Frequency,0.17928788753423408,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1025
Total Resource Shared,10489.404606684244,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Incidence,14745280.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Source Stockpile,19496361.19170019,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Rate,0.0007113737146181181,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Mean Source Stockpile,1.3222103067354565,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Ratio,0.0005377292738721312,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Resource Shared,2592.118246990808,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Incidence,5285440.0,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Source Stockpile,8832903.768258726,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Rate,0.0004904261985739708,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Mean Source Stockpile,1.6711766226196354,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Ratio,0.00029337552530013636,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Frequency,0.3584496191323596,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Resource Shared,2335.2952647746947,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Incidence,2537344.0,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Source Stockpile,3531021.7999571753,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Rate,0.0009203699871892398,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Mean Source Stockpile,1.3916212385696127,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Ratio,0.0006609281773225363,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Frequency,0.17207838711777598,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Resource Shared,7871.676178524293,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Incidence,5074688.0,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Source Stockpile,8494879.894718535,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Rate,0.0015511645599737942,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Mean Source Stockpile,1.6739708716513282,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Ratio,0.0009257798623056576,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Frequency,0.34415677423555197,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Resource Shared,3.3007184232203035,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Incidence,3991792.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Source Stockpile,1980092.1023245512,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Rate,8.268763560877679e-07,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Mean Source Stockpile,0.49604090151103847,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Ratio,1.6669491874723912e-06,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Frequency,0.2707165954122268,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Resource Shared,5536.380913749734,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Incidence,2537344.0,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Source Stockpile,4963858.094753672,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Rate,0.0021819591327584017,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Mean Source Stockpile,1.9563205047300138,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Ratio,0.0011140956792338693,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Frequency,0.17207838711777598,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Resource Shared,0.001692437298863263,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Incidence,680.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Source Stockpile,827.5103795595325,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Rate,2.4888783806812694e-06,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Mean Source Stockpile,1.2169270287640184,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Ratio,2.045211612175422e-06,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Frequency,4.6116452179951824e-05,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Resource Shared,0.001692437298863263,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Incidence,1360.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Source Stockpile,1666.7599133629958,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Rate,1.2444391903406347e-06,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Mean Source Stockpile,1.2255587598257323,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Ratio,1.0154045383416666e-06,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Frequency,9.223290435990365e-05,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Resource Shared,0.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Incidence,680.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Source Stockpile,839.2495338034619,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Rate,0.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Mean Source Stockpile,1.234190490887444,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Resource Transfer Ratio,0.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Relationship Frequency,4.6116452179951824e-05,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1026
Total Resource Shared,330105.8293372631,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Incidence,14745600.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Source Stockpile,6203921.781185554,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Rate,0.02238673430292854,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Mean Source Stockpile,0.42073037253048734,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Ratio,0.05052103373509464,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Resource Shared,99606.51283893987,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Incidence,2772864.0,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Source Stockpile,1263007.0630790428,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Rate,0.03592188900679582,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Mean Source Stockpile,0.45548828326201457,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Ratio,0.07309960402518059,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Frequency,0.188046875,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Resource Shared,165793.91150844682,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Incidence,5545728.0,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Source Stockpile,2436375.0465761726,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Rate,0.029895788525590657,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Mean Source Stockpile,0.4393246561274142,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Ratio,0.06371373810810613,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Frequency,0.37609375,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Resource Shared,11200.763817118836,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Incidence,3894304.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Source Stockpile,1442618.9756257467,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Rate,0.0028761914368058672,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Mean Source Stockpile,0.37044333868792645,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Ratio,0.0077043690584440725,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Frequency,0.26409939236111113,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Resource Shared,66187.39866951732,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Incidence,2772864.0,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Source Stockpile,1173367.983497067,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Rate,0.02386968804438924,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Mean Source Stockpile,0.4231610289927912,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Ratio,0.05339608025728566,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Frequency,0.188046875,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Resource Shared,149998.8044991375,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Incidence,4958608.0,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Source Stockpile,2203272.2748787515,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Rate,0.030250184023245537,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Mean Source Stockpile,0.444332819791109,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Resource Transfer Ratio,0.06374055492952015,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Relationship Frequency,0.3362771267361111,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1027
Total Resource Shared,9858.326619167214,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,14745600.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,10464094.805282502,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.0006685605617382279,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.7096418460613676,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.0009412230983868569,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,281.01031789408097,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,5737392.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,2851600.3091297788,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,4.897875513719142e-05,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.49702030280130394,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,9.85350673528394e-05,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.389091796875,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,5.119018862558804,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,1650496.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,1101268.0445111468,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,3.1015033435759937e-06,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.6672346037258781,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,4.648273500237084e-06,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.11193142361111111,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,6526.139768980092,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,3300992.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,2588247.1539405156,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.0019770238064739606,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.7840816196890255,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.002515109811250718,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.22386284722222222,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,6521.0207501175555,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,1650496.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,1486979.109429258,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.003950946109604359,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.9009286356521058,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.0043662672793569526,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.11193142361111111,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,246.41634089766282,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,2990272.0,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,2893888.1526206885,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,8.240599547387757e-05,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.9677675317230969,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,8.514335979410829e-05,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.2027907986111111,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,23.674746995626204,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,318104.0,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,213303.34497889155,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,7.442454981900953e-05,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.6705459377401465,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.00011097866095934252,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.021572808159722224,Parent Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,1311.880822996637,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,636208.0,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,508539.6970366725,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.0020620313215122055,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.7993293027385265,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.0025730641621309596,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.04314561631944445,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,2.6766406432293195,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,1447296.0,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,1269119.5581262344,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,1.849407891149647e-06,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.8768901165526848,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,2.1090487345539147e-06,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.09815104166666666,Non-nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,1288.2060760010113,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Incidence,318104.0,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Source Stockpile,295236.35205780715,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Rate,0.004049638093205402,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Mean Source Stockpile,0.928112667736989,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Resource Transfer Ratio,0.0043443486910777285,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Relationship Frequency,0.021572808159722224,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1028
Total Resource Shared,1209.57760870389,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,14745472.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,25585960.232400686,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,8.203044356287069e-05,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,1.7351740407089502,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,4.7272817497413016e-05,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,1.0,Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,0.3598638137046844,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,3561104.0,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,1679732.3221837755,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,1.0105400283302156e-07,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,0.4716886454829108,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,2.1423874021788483e-07,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.24150491757740952,Unrelated Neighbor,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,971.6707492378889,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,2311888.0,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,6190055.96461748,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,0.00042029317563735305,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,2.6774895516640425,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,0.00015694821707581237,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.1567863002283006,Child Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,984.9288891781443,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,4623776.0,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,10671544.46064828,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,0.00021301397151984533,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,2.3079717660735035,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,9.228635998357561e-05,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.3135726004566012,Nuclear Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,222.92674793543424,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,631912.0,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,1695266.5727049469,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,0.0003527813175496497,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,2.6827573660651276,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,0.0001314822344858936,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.04285464717575673,Child Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,223.4946387201007,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,1263824.0,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,2881293.3721350124,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,0.00017684000202567818,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,2.2798216936337754,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,7.756145428027102e-05,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.08570929435151346,Nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,13.258139940257356,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,2311888.0,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Source Stockpile,4481488.496028196,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Rate,5.734767402338417e-06,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Mean Source Stockpile,1.9384539804818381,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Resource Transfer Ratio,2.9584145376996187e-06,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Frequency,0.1567863002283006,Parent Channelmate 0,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Total Resource Shared,0.0,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
Relationship Incidence,2740928.0,Non-nuclear Channelmate 1,262144,263168,resource-even__channelsense-yes__nlev-two,1029
